"id","index","ec_list_no","cas_id_number","name","page_id","url"
"4744","","248-394-5","27310-25-4","7-aminonaphthalene-1,3,5-trisulphonic acid","650","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/650"
"4745","","207-009-0","421-83-0","Trifluoromethanesulphonyl chloride","651","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/651"
"4746","","236-613-7","13450-95-8","Germanium tetraiodide","655","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/655"
"4747","","277-180-4","72987-21-4","Pentasodium 4-hydroxy-5-[[4-[[[[5-hydroxy-7-sulphonato-6-[[2-sulphonato-4-[(4-sulphonatophenyl)azo]phenyl]azo]-2-naphthyl]amino]carbonyl]amino]-5-methoxy-o-tolyl]azo]naphthalene-2,7-disulphonate","659","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/659"
"4748","","213-970-7","1070-11-7","[S-(R*,R*)]-2,2'-(ethylenediimino)dibutan-1-ol dihydrochloride","667","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/667"
"4749","","281-428-7","83949-68-2","1,3,3-trimethyl-2-[[methyl(p-tolyl)hydrazono]methyl]-3H-indolium dihydrogen phosphate","670","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/670"
"4750","","224-704-4","4455-77-0","(methoxymethyl)diphenylphosphine oxide","671","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/671"
"4751","","500-294-5","106232-83-1","Alcohols, C12-15, branched and linear, ethoxylated","674","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/674"
"4752","","253-975-1","38512-82-2","5-methyl-2-nitroanisole","679","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/679"
"4753","","271-863-0","68610-39-9","1-Propanesulfonic acid, 3-chloro-2-hydroxy-, monosodium salt, reaction products with 2-heptyl-4,5-dihydro-1H-imidazole-1-ethanol","680","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/680"
"4754","","200-039-5","50-45-3","2,3-dichlorobenzoic acid","681","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/681"
"4755","","238-866-9","14802-41-6","trans-2,4'-vinylenedipyridine","685","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/685"
"4756","","220-283-6","2700-22-3","Beta,beta-styrenedicarbonitrile","686","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/686"
"4757","","256-017-0","42952-29-4","1-ethyl-2-methylnaphtho[1,2-d]thiazolium toluene-p-sulphonate","687","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/687"
"4758","","232-500-1","8054-41-9","Pancreatic extracts","689","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/689"
"4759","","239-047-9","14972-70-4","Trisodium hexachlororhodate","690","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/690"
"4760","","254-466-7","39471-52-8","Phosphoric acid, octadecyl ester","691","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/691"
"4761","","212-409-3","814-89-1","Cobalt oxalate","692","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/692"
"4762","","208-781-1","541-46-8","Isovaleramide","694","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/694"
"4763","","618-972-5","93771-36-9","20,20-Ethylenedioxy-17-hydroxy-1,4,6-pregnatrien-3-one","695","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/695"
"4764","","605-514-4","16837-52-8","OXYMATRINE","698","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/698"
"4765","","251-090-5","32539-83-6","3,4,5,6,7,8,9,10,11,12,13,14-dodecahydro-2H-cyclododeca[b]pyran","701","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/701"
"4766","","251-607-4","33629-47-9","4-(tert-butyl)-N-sec-butyl-2,6-dinitroaniline","708","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/708"
"4767","","203-348-3","105-96-4","Bis(6-methylheptyl) adipate","714","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/714"
"4768","","617-210-9","81290-20-2","(Trifluoromethyl)trimethylsilane","716","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/716"
"4769","","258-413-9","53179-04-7","Undec-10-enonitrile","718","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/718"
"4770","","293-029-5","91050-82-7","Fatty acids, C16-18, tetraesters with pentaerythritol","720","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/720"
"4771","","236-497-8","13404-22-3","tert-butyl alaninate hydrochloride","724","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/724"
"4772","","219-483-6","2444-37-3","(methylthio)acetic acid","725","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/725"
"4773","","217-895-0","2001-94-7","Dipotassium dihydrogen ethylenediaminetetraacetate","727","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/727"
"4774","","204-899-2","128-62-1","Noscapine","733","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/733"
"4775","","249-587-7","29366-77-6","6-(2-chlorophenyl)-1,3,5-triazine-2,4-diamine","738","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/738"
"4776","","307-474-0","97659-68-2","Cinnamomum loureirii, ext.","739","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/739"
"4777","","262-187-7","60335-71-9","3,6-dihydro-4-methyl-2-phenyl-2H-pyran","741","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/741"
"4778","","216-630-6","1631-25-0","1-cyclohexyl-1H-pyrrole-2,5-dione","744","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/744"
"4779","","601-036-5","111058-32-3","(2R)-Oxiranecarboxylic acid, methyl ester","745","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/745"
"4780","","437-650-3","","Styleze W-20","748","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/748"
"4781","","246-813-6","25311-20-0","4-[4-[[2,5-dimethoxy-4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonic acid","751","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/751"
"4782","","215-019-1","1257-78-9","Ethane-1,2-disulphonic acid, compound with 2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine (1:1)","754","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/754"
"4783","","249-868-4","29809-42-5","Thallium hydrogen carbonate","756","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/756"
"4784","","247-070-0","25519-78-2","p-fluorophenyl 4-piperidyl ketone hydrochloride","759","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/759"
"4785","","200-283-2","56-65-5","Adenosine 5'-triphosphate","761","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/761"
"4786","","275-126-4","71011-26-2","Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides, compds. with hectorite","768","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/768"
"4787","","226-129-4","5290-62-0","4-(4-nitrophenylazo)-1-naphthol","778","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/778"
"4788","","224-134-6","4209-02-3","1-(4-bromophenyl)-2-chloroethan-1-one","779","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/779"
"4789","","223-418-7","3883-86-1","2,2',3,3',5,5',6,6'-octafluoro-1,1'-biphenyl","780","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/780"
"4790","","255-437-1","41556-26-7","Bis(1,2,2,6,6-pentamethyl-4-piperidyl) sebacate","783","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/783"
"4791","","220-347-3","2731-06-8","2-methyl-1H-indole-3-ethylamine","784","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/784"
"4792","","268-952-1","68155-26-0","Amides, vegetable-oil, N,N-bis(hydroxyethyl)","786","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/786"
"4793","","227-458-6","5850-86-2","Sodium 4-(2-hydroxynaphth-1-ylazo)-3-methylbenzenesulphonate","792","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/792"
"4794","","210-934-2","626-18-6","m-xylene-α,α'-diol","793","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/793"
"4795","","216-290-9","1551-44-6","Cyclohexyl butyrate","797","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/797"
"4796","","245-889-8","23787-80-6","1-(3-methylpyrazinyl)ethan-1-one","802","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/802"
"4797","","294-323-6","91697-61-9","Fatty acids, rape-oil, hydrogenated, magnesium salts","804","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/804"
"4798","","218-197-9","2074-53-5","[2R*(4R*,8R*)]-(±)-3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-benzopyran-6-ol","805","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/805"
"4799","","214-123-4","1088-11-5","Nordazepam","815","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/815"
"4800","","205-310-1","137-99-5","2,4-dinonylphenol","816","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/816"
"4801","","612-064-2","6100-20-5","Oxalic acid, potassium salt dihydrate","822","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/822"
"4802","","253-551-6","37560-05-7","4-[[4-[[(4,6-dimethyl-2-pyrimidinyl)amino]sulphonyl]phenyl]amino]-4-oxoisocrotonic acid","825","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/825"
"4803","","264-705-7","64147-40-6","Castor oil, dehydrated","828","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/828"
"4804","","471-080-6","","[No public or meaningful name is available]","829","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/829"
"4805","","272-501-4","68855-97-0","Oils, fish, bisulfited, sodium salts","831","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/831"
"4806","","610-722-3","51755-85-2","3-(Methylthio)hexyl acetate","832","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/832"
"4807","","456-830-2","","CGX ANUCA 0386","833","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/833"
"4808","","285-886-9","85154-05-8","4,4'-bis[[4-(2-methoxyethoxy)-6-[methyl(2-sulphoethyl)amino]-1,3,5-triazin-2-yl]amino]stilbene-2,2'-disulphonic acid, sodium salt","839","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/839"
"4809","","291-829-9","90480-91-4","Phenol, 2,2'-polythiobis[4-C8-30-alkyl derivs., calcium salts, overbased","844","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/844"
"4810","","228-090-9","6120-95-2","1-phenylcyclopropanecarboxylic acid","848","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/848"
"4811","","235-746-8","12650-28-1","Silicic acid, barium salt","849","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/849"
"4812","","207-168-6","446-36-6","5-fluoro-2-nitrophenol","856","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/856"
"4813","","606-621-9","207574-74-1","Dimethicodiethylbenzalmalonate","858","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/858"
"4814","","238-505-5","14496-24-3","Furan-3,4-diyldimethanol","859","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/859"
"4815","","268-638-4","68132-46-7","Fatty acids, tall-oil, compds. with triethanolamine","861","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/861"
"4816","","203-273-6","105-13-5","4-methoxybenzyl alcohol","862","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/862"
"4817","","269-495-0","68258-72-0","2,2-bis(hydroxymethyl)propane-1,3-diyl didocosanoate","864","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/864"
"4818","","234-717-7","12027-06-4","Ammonium iodide","866","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/866"
"4819","","217-372-7","1825-64-5","Trimethyl(1-methylethoxy)silane","867","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/867"
"4820","","921-545-9","","Formaldehyde, oligomeric reaction products with nonylphenol and triethylenetetramine","869","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/869"
"4821","","263-131-4","61790-39-4","Fatty acids, castor-oil, hydrogenated","874","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/874"
"4822","","601-613-1","119446-68-3","1-({2-[2-Chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole","875","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/875"
"4823","","241-833-1","17882-06-3","Trimethylsilyl benzenesulphonate","876","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/876"
"4824","","234-771-1","12032-36-9","Magnesium sulphide","879","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/879"
"4825","","225-214-3","4722-98-9","(2-hydroxyethyl)ammonium dodecylsulfate","881","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/881"
"4826","","232-660-2","9002-61-3","Gonadotropin, chorionic","884","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/884"
"4827","","213-188-6","928-92-7","(E)-hex-4-en-1-ol","886","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/886"
"4828","","289-530-3","89899-25-2","Sodium [3-hydroxy-4-[(1-hydroxy-5-sulpho-2-naphthyl)azo]naphthalene-1-sulphonato(4-)]chromate(1-)","887","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/887"
"4829","","207-959-6","503-01-5","Isometheptene","895","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/895"
"4830","","201-009-4","77-19-0","Dicycloverine","896","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/896"
"4831","","222-587-4","3544-25-0","4-aminophenylacetonitrile","898","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/898"
"4832","","267-101-1","67799-04-6","N-[3-(dimethylamino)propyl]isooctadecan-1-amide","903","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/903"
"4833","","202-670-1","98-46-4","α,α,α-trifluoro-3-nitrotoluene","910","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/910"
"4834","","236-185-1","13214-53-4","2-oxoimidazolidine-1-carbonyl chloride","914","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/914"
"4835","","609-338-9","371771-07-2","N-(2-methylsulfinyl-1,1-dimethyl-ethyl)-N'-{2-methyl-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]phenyl}phthalamide","916","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/916"
"4836","","609-950-6","4166-20-5","(2,5-dimethyl-4-oxofuran-3-yl) acetate","918","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/918"
"4837","","215-613-0","1334-74-3","Disodium glycerol phosphate","922","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/922"
"4838","","227-804-6","5985-28-4","4-hydroxy-α-[(methylamino)methyl]benzyl alcohol hydrochloride","923","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/923"
"4839","","269-936-7","68391-25-3","1-[[4-[(4-aminophenyl)methyl]phenyl]amino]-3-phenoxypropan-2-ol","924","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/924"
"4840","","603-562-0","13223-43-3","5,7-Dimethoxy[1,2,4]triazolo[1,5-a]pyrimidin-2-amine","928","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/928"
"4841","","205-388-7","139-96-8","Tris(2-hydroxyethyl)ammonium dodecylsulfate","929","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/929"
"4842","","282-186-5","84116-46-1","(5α)-7,8-didehydro-4,5-epoxy-3,14-dihydroxymorphinan-6-one","933","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/933"
"4843","","485-120-5","","T-159","935","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/935"
"4844","","226-633-4","5442-24-0","6-amino-5-nitrosouracil","936","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/936"
"4845","","247-244-6","25764-09-4","Praseodymium nitride","937","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/937"
"4846","","248-301-8","27178-87-6","Sodium dimethylnaphthalenesulphonate","945","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/945"
"4847","","236-338-2","13310-75-3","2-propylvaleronitrile","947","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/947"
"4848","","279-594-0","80866-91-7","2-bromopyridine 1-oxide hydrochloride","948","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/948"
"4849","","609-576-3","38746-92-8","Benzeneacetonitrile, 4-(methylthio)-","950","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/950"
"4850","","248-469-2","27458-92-0","Isotridecan-1-ol","951","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/951"
"4851","","214-909-7","1210-12-4","Anthracene-9-carbonitrile","955","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/955"
"4852","","266-293-4","66270-36-8","2,2,2-trichloro-1,1-dimethylethyl chloroformate","956","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/956"
"4853","","236-546-3","13427-63-9","2-hydroxyethylammonium hydrogen sulphite","961","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/961"
"4854","","297-871-4","93763-51-0","Montan wax, ext.","962","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/962"
"4855","","220-430-4","2763-96-4","5-(aminomethyl)isoxazol-3-ol hydrate","963","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/963"
"4856","","285-567-4","85117-16-4","Soaps, stocks, fish-oil, acidulated","968","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/968"
"4857","","210-492-0","616-76-2","5-formylsalicylic acid","972","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/972"
"4858","","207-420-5","469-62-5","Dextropropoxyphene","973","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/973"
"4859","","253-384-9","37187-22-7","2,4-Pentanedione, peroxide","980","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/980"
"4860","","803-806-8","530-40-5","[No public or meaningful name is available]","982","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/982"
"4861","","229-675-1","6651-36-1","(1-cyclohexen-1-yloxy)trimethylsilane","983","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/983"
"4862","","230-206-8","6972-47-0","2,4,6-trichloro-3,5-dimethylphenol","984","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/984"
"4863","","249-427-6","29094-61-9","Glipizide","987","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/987"
"4864","","252-950-2","36282-47-0","trans-(±)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol hydrochloride","996","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/996"
"4865","","500-711-0","162353-73-3","Protein hydrolyzates, silk, reaction products with cocoyl chloride","999","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/999"
"4866","","213-226-1","930-88-1","N-methylmaleimide","1001","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1001"
"4867","","231-515-0","7605-28-9","Phenylsulphonylacetonitrile","1002","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1002"
"4868","","216-046-1","1483-07-4","L-(-)2-amino-3-ureidopropionic acid","1004","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1004"
"4869","","616-754-4","799241-27-3","1-Tridecanamine, N-tridecyl, branched, reaction products with carbon disulfide 2-ethyl-N-(2-ethylhexyl)-1-hexanamine and molybdenum oxide (MoO3)","1008","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1008"
"4870","","233-014-2","10019-03-1","N-(3-nitrophenyl)-3-(phosphonooxy)naphthalene-2-carboxamide","1009","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1009"
"4871","","207-835-1","497-06-3","3-butene-1,2-diol","1015","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1015"
"4872","","261-184-8","58249-25-5","1,2-benzisothiazol-3(2H)-one, sodium salt","1017","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1017"
"4873","","262-774-8","61417-49-0","Tris(isooctadecanoato-O)(propan-2-olato)titanium","1018","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1018"
"4874","","617-847-2","86398-94-9","[2,6-Dichloro-4-(trifluoromethyl)phenyl]hydrazine","1020","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1020"
"4875","","239-291-6","15246-28-3","Lithium [2H4]tetrahydroborate(1-)","1023","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1023"
"4876","","249-194-0","28730-17-8","2,4,5-trimethyl-3-furanilide","1030","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1030"
"4877","","247-120-1","25586-43-0","Chloronaphthalene","1032","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1032"
"4878","","215-178-7","1310-43-6","Diiron phosphide","1033","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1033"
"4879","","251-539-5","33481-16-2","[N,N',N''-tris[3-(dimethylamino)propyl]-29H,31H-phthalocyaninetrisulphonamidato(2-)-N29,N30,N31,N32]copper","1037","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1037"
"4880","","608-334-4","2926-27-4","Potassium Trifluoromethanesulfonate","1039","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1039"
"4881","","432-130-2","","Reaction products of phosphorous trichloride, with 1,1′-biphenyl and 2,4-bis(1,1- dimethylethyl)phenol","1046","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1046"
"4882","","201-955-8","89-97-4","2-chlorobenzylamine","1047","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1047"
"4883","","218-324-8","2117-50-2","Ethynylenebis[trimethylstannane]","1050","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1050"
"4884","","214-207-0","1113-68-4","N-acetyl-N-methylacetamide","1063","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1063"
"4885","","206-340-8","328-99-4","3-(trifluoromethyl)benzoyl fluoride","1066","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1066"
"4886","","201-117-1","78-43-3","Tris(2,3-dichloropropyl) phosphate","1068","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1068"
"4887","","267-745-3","67914-61-8","cis-1-[4-[[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazine","1069","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1069"
"4888","","246-665-2","25151-96-6","2,2-bis(hydroxymethyl)-1,3-propanediyl dioleate","1070","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1070"
"4889","","283-052-9","84539-63-9","Octadecanoic acid, reaction products with acetic anhydride and diethylenetriamine","1078","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1078"
"4890","","618-224-8","88950-64-5","1-(Boc-amino)cyclopropanecarboxylic acid","1083","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1083"
"4891","","266-046-0","65997-17-3, 142844-00-6","Glass, oxide, chemicals","1086","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1086"
"4892","","233-347-3","10126-68-8","4-heptadecylidene-3-hexadecyloxetan-2-one","1088","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1088"
"4893","","260-754-3","57472-68-1","Oxybis(methyl-2,1-ethanediyl) diacrylate","1092","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1092"
"4894","","211-708-6","688-84-6","2-ethylhexyl methacrylate","1093","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1093"
"4895","","268-955-8","68155-35-1","Amines, C12-14-tert-alkyl, mono-Me phosphates","1100","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1100"
"4896","","207-008-5","421-70-5","1-bromotetrafluoro-2-iodoethane","1101","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1101"
"4897","","609-056-6","350-29-8","3-Fluoro-4-hydroxybenzoic Acid Hydrate","1102","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1102"
"4898","","248-395-0","27312-17-0","1-5-diamino-2-bromo-4,8-dihydroxyanthraquinone","1108","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1108"
"4899","","291-548-1","90431-25-7","Isooctadecanoic acid, mono-, di- and triesters with triglycerol","1109","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1109"
"4900","","206-352-3","330-12-1","4-(trifluoromethoxy)benzoic acid","1111","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1111"
"4901","","262-318-8","60595-56-4","2-butoxyethyl α-phenylpiperidine-1-acetate hydrobromide","1121","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1121"
"4902","","242-559-5","18765-09-8","Trioctylsilane","1122","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1122"
"4903","","304-925-3","94291-97-1","3,3-[(2,2-dimethylpropane-1,3-diyl)bis(oxy)]-17α-hydroxyestr-5(10)-ene-17-carbonitrile","1123","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1123"
"4904","","281-686-0","84012-41-9","Vinca minor, ext.","1124","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1124"
"4905","","249-353-4","28984-20-5","Bis[stilbene-α,β-dithiolato(2-)]nickel","1129","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1129"
